user_id,activity_date,match_type,finish_position,bots,n_matches
1391,2024-02-23,A,2,0,1
10366,2024-02-18,A,1,1,1
281,2024-02-22,C,2,2,1
3166,2024-01-11,C,2,2,1
6614,2024-02-05,C,4,4,1
7593,2023-12-21,A,4,4,1
3406,2023-12-04,C,2,2,1
677,2024-01-25,C,4,4,1
13224,2024-01-09,A,3,3,1
1345,2024-01-05,C,1,1,1
11150,2023-12-17,B,2,0,1
4204,2024-01-19,A,4,0,1
7487,2023-12-20,C,2,2,1
3161,2023-12-07,B,1,0,1
9928,2023-12-01,A,1,1,1
3875,2024-02-04,C,2,2,1
3945,2024-03-01,A,4,4,1
12515,2024-02-03,C,1,0,1
13831,2024-01-08,A,1,1,1
5210,2024-02-25,C,3,0,1
2106,2023-12-05,C,1,1,1
6410,2024-01-04,C,1,1,1
6689,2023-12-28,C,4,0,1
9012,2023-12-29,C,1,1,1
1621,2024-02-27,A,4,0,1
864,2023-12-25,C,1,1,1
3801,2024-01-23,C,3,0,1
5895,2024-01-17,C,,4,1
2713,2024-01-05,C,,4,1
2543,2023-12-17,A,1,1,1
2049,2024-02-14,C,1,1,1
5721,2023-12-01,C,1,1,1
10997,2024-01-03,C,3,3,1
11883,2024-02-04,A,4,4,1
9012,2024-02-11,A,3,3,1
10533,2024-01-02,C,2,2,1
3407,2024-01-11,C,1,1,1
1288,2023-12-06,C,4,4,1
1052,2024-02-19,A,2,2,1
3407,2024-02-28,C,4,4,1
237,2023-12-28,C,4,4,1
15014,2024-01-10,C,4,0,1
268,2024-03-01,A,2,2,2
1328,2023-12-01,A,3,3,1
8232,2023-12-19,A,1,1,1
1022,2023-12-01,C,2,2,1
1461,2024-02-21,C,4,0,1
13661,2024-02-21,C,1,1,1
7219,2024-02-28,A,4,0,1
9304,2024-01-11,C,1,1,1
12614,2024-01-11,A,3,3,1
10897,2024-01-24,C,2,0,1
12269,2024-02-07,C,3,3,2
10897,2024-01-14,C,2,0,1
6740,2023-12-25,C,4,4,1
1243,2024-01-01,A,3,3,1
1575,2023-12-21,A,1,1,1
6968,2024-02-13,C,2,2,1
1431,2023-12-04,A,3,3,1
2404,2024-01-19,C,3,0,1
3166,2024-01-31,A,1,1,1
4676,2023-12-04,C,3,0,1
268,2023-12-22,C,2,2,1
8507,2023-12-17,C,2,2,1
4341,2024-02-28,C,4,4,1
3166,2024-01-25,C,1,1,1
8876,2023-12-17,C,1,1,1
5571,2023-12-08,A,4,0,1
1645,2023-12-30,C,3,3,1
1777,2024-01-03,C,1,0,1
12944,2023-12-16,C,4,4,1
7752,2023-12-09,C,3,3,1
10975,2024-02-20,C,2,0,1
6116,2023-12-10,A,3,3,1
7303,2024-02-23,C,2,0,1
6526,2024-02-22,A,1,1,2
4860,2024-02-04,A,3,0,1
6822,2024-01-23,A,2,2,2
12472,2024-02-04,A,3,3,1
6822,2024-01-10,C,1,1,1
6417,2023-12-24,C,2,2,1
864,2024-02-04,C,1,1,1
10533,2023-12-04,A,2,2,1
2041,2023-12-13,C,3,3,2
7752,2023-12-20,B,1,0,1
9133,2023-12-31,C,2,0,1
5553,2023-12-25,C,1,1,1
1345,2024-02-04,A,4,4,1
12101,2023-12-26,B,3,3,1
9985,2024-02-18,A,3,3,1
2400,2023-12-18,C,2,2,1
2713,2024-02-20,B,2,0,1
8232,2024-01-17,C,3,3,1
8232,2024-01-17,C,4,4,1
9012,2023-12-13,C,1,1,1
1476,2024-02-22,A,1,1,1
6417,2024-01-07,C,2,2,1
12860,2023-12-02,C,1,1,1
3166,2024-01-19,C,2,2,1
3239,2024-01-08,C,4,4,1
3096,2023-12-14,C,1,1,1
3880,2023-12-17,C,4,0,1
6065,2024-01-04,C,3,0,1
2016,2024-02-09,C,3,3,1
10671,2024-01-28,C,1,0,1
12113,2024-01-01,A,4,0,1
3801,2024-01-26,A,1,1,2
5446,2024-03-01,A,3,0,1
6410,2024-01-30,A,4,4,1
2104,2024-01-18,C,,4,1
268,2023-12-05,A,4,4,1
6351,2024-01-04,C,1,1,1
1022,2023-12-18,A,3,3,2
241,2023-12-23,A,4,4,1
4325,2023-12-22,A,4,4,1
9017,2024-01-15,C,4,4,1
10252,2024-02-26,A,1,0,1
9953,2023-12-17,C,4,0,1
10340,2024-01-03,C,1,1,1
392,2024-01-01,C,3,0,1
6273,2023-12-20,A,3,0,1
16495,2023-12-30,C,4,0,1
10451,2023-12-08,A,4,4,1
8432,2023-12-12,A,4,0,1
13831,2024-01-25,C,,4,1
1777,2023-12-27,A,3,3,1
3958,2024-02-28,A,3,3,1
3839,2024-01-18,C,2,0,1
7646,2023-12-13,A,2,2,1
1391,2023-12-20,A,1,1,1
7750,2024-02-11,A,2,2,2
4083,2024-02-18,C,2,2,1
2048,2024-01-19,B,2,2,1
2365,2024-01-16,C,1,1,1
9416,2024-01-07,A,2,2,1
11155,2024-01-10,A,4,4,1
2036,2023-12-16,A,2,2,1
3447,2024-01-29,C,3,3,1
6410,2024-02-25,A,4,4,1
4138,2023-12-07,C,4,4,1
12073,2024-02-20,C,3,3,1
14993,2023-12-08,A,4,0,1
2041,2023-12-06,C,4,0,1
2713,2023-12-20,C,4,0,1
3445,2024-02-16,C,3,3,1
6612,2024-02-17,C,2,0,1
11379,2023-12-19,A,4,4,1
864,2023-12-22,A,1,1,1
10997,2024-02-28,A,2,2,2
11460,2023-12-17,A,4,0,1
11150,2024-01-24,C,3,3,1
4860,2024-02-18,C,1,0,1
9416,2024-02-18,A,3,3,1
6410,2024-01-09,A,4,4,1
5656,2023-12-02,C,2,0,1
3447,2023-12-29,A,4,4,2
17961,2023-12-29,C,1,1,1
8232,2023-12-29,A,1,1,2
1288,2023-12-08,C,4,0,1
1342,2023-12-07,C,3,3,1
10291,2023-12-31,A,4,4,1
11883,2024-01-12,B,1,1,1
11639,2024-02-24,C,4,4,1
5325,2023-12-23,B,2,0,1
7125,2023-12-02,C,1,1,1
7913,2024-01-17,A,1,1,1
3406,2023-12-03,C,2,2,1
6822,2024-02-14,C,3,3,1
4801,2024-02-28,C,3,3,1
5454,2024-02-04,C,1,1,1
6822,2024-02-24,A,1,1,1
6417,2024-01-09,A,4,4,1
3166,2023-12-21,A,2,2,1
9440,2024-02-23,C,4,4,1
1388,2024-02-15,C,4,0,1
4192,2024-02-07,C,2,2,1
2348,2024-02-28,A,2,0,1
3404,2024-02-08,C,4,4,1
5652,2024-02-21,A,1,1,2
1288,2024-01-20,A,1,0,1
3166,2024-02-20,C,4,4,1
4855,2023-12-29,A,1,1,1
7073,2024-02-17,A,1,1,1
985,2024-02-10,C,3,3,1
281,2024-01-25,A,2,2,2
2081,2024-02-06,A,4,4,1
8232,2023-12-09,B,4,4,1
13036,2024-03-01,C,4,0,1
12944,2024-02-28,C,1,1,1
2330,2024-01-04,C,2,0,1
6078,2024-02-15,C,2,2,1
4691,2023-12-04,C,1,0,1
7425,2024-02-10,C,1,0,1
296,2023-12-29,A,3,3,1
6163,2023-12-15,B,2,0,1
2041,2024-01-01,C,2,2,1
6822,2024-02-21,B,1,1,1
842,2023-12-31,A,4,4,1
512,2024-01-09,A,4,4,1
3166,2024-01-05,A,1,1,1
2291,2024-02-26,A,1,1,1
13346,2023-12-14,A,1,1,1
98,2023-12-06,C,4,0,1
268,2024-02-22,A,4,4,1
1342,2024-01-13,A,2,2,1
11150,2023-12-03,C,4,4,2
4631,2023-12-20,C,1,1,1
106,2024-02-02,A,3,3,1
4083,2024-02-23,C,4,4,1
1054,2024-01-02,C,3,0,1
6297,2024-02-24,C,3,0,1
8050,2024-01-24,C,2,2,1
1022,2023-12-05,C,3,3,1
341,2024-02-26,C,2,2,1
12581,2024-02-15,C,2,0,1
1431,2023-12-05,A,4,4,2
2104,2024-02-15,A,3,3,1
4072,2024-01-25,C,4,4,1
5110,2023-12-22,A,4,4,2
12917,2024-02-11,A,2,2,1
6822,2023-12-18,C,1,0,1
1545,2023-12-14,A,3,3,1
6410,2024-01-04,C,4,4,2
7481,2024-01-17,C,1,1,1
1964,2024-02-04,A,2,2,1
7752,2024-01-21,C,1,1,1
12614,2024-01-30,A,2,2,1
3568,2024-01-16,A,4,4,1
222,2024-02-24,C,2,2,1
268,2023-12-22,A,1,1,1
341,2023-12-02,A,2,2,1
3813,2024-02-12,A,1,1,2
5033,2024-02-07,C,3,0,1
281,2023-12-25,C,3,3,1
479,2023-12-30,C,3,3,1
131,2024-02-23,C,4,4,1
12944,2024-01-05,C,4,0,1
2036,2024-01-26,C,4,4,1
10630,2024-02-12,A,1,1,1
6841,2023-12-22,C,3,3,1
6468,2024-01-28,C,1,1,1
4860,2024-01-05,A,2,2,2
16495,2023-12-13,C,1,0,1
6125,2023-12-23,A,3,3,1
6612,2024-01-20,C,4,0,1
2299,2024-02-18,A,4,4,1
628,2023-12-21,A,2,2,1
1478,2024-01-04,C,4,4,2
6351,2023-12-20,C,1,1,1
5033,2024-01-15,A,3,3,1
12472,2024-02-07,C,4,4,1
781,2024-02-03,A,3,3,1
8646,2024-01-10,A,1,1,1
8818,2024-02-13,A,4,0,1
1645,2024-03-01,C,1,1,1
16495,2024-01-19,C,2,2,1
842,2024-01-14,A,1,1,1
341,2024-02-04,C,1,1,1
6841,2024-03-01,A,4,4,1
5656,2024-02-02,C,2,0,1
6968,2024-01-29,C,2,2,1
6841,2024-02-12,A,1,1,1
1964,2024-01-29,C,1,1,1
7349,2023-12-09,C,2,2,1
1446,2023-12-30,C,1,1,1
7833,2024-02-26,C,1,1,1
268,2024-01-18,A,,4,1
10897,2024-02-16,C,1,0,1
11668,2023-12-26,C,3,0,1
8571,2023-12-21,C,2,2,1
6841,2024-01-11,C,4,4,1
5652,2024-02-16,A,2,2,1
3166,2024-02-11,A,1,1,2
15804,2024-01-20,C,3,3,1
6526,2024-02-26,A,2,2,3
8232,2024-01-10,A,1,1,1
6526,2024-02-29,A,1,1,2
9928,2024-02-28,C,3,3,1
17314,2023-12-13,C,3,3,1
5618,2024-01-30,A,1,1,1
7571,2024-01-16,A,2,0,1
2656,2024-02-03,C,4,4,1
2041,2023-12-14,A,1,1,1
8582,2024-02-12,C,1,1,1
14837,2024-02-19,C,1,1,1
6065,2023-12-15,C,2,0,1
4901,2024-02-22,A,1,1,2
281,2024-02-04,A,2,2,1
3166,2024-02-03,C,1,1,1
12581,2024-01-12,A,1,1,1
392,2024-01-17,C,2,2,3
10997,2023-12-16,C,2,2,1
2914,2023-12-25,A,3,3,1
730,2024-01-08,A,2,0,1
13453,2024-02-05,A,3,3,1
1763,2024-01-06,A,1,1,1
5454,2024-01-06,C,3,0,1
7661,2023-12-04,C,1,0,1
7866,2023-12-05,A,,4,1
1797,2024-01-13,C,3,3,1
661,2024-02-27,C,4,4,1
7752,2023-12-20,A,4,4,1
9790,2024-02-16,C,3,0,1
6841,2023-12-27,C,2,2,1
11011,2023-12-30,C,4,4,1
2041,2024-01-10,A,1,1,1
10340,2023-12-31,A,3,0,1
3203,2024-02-12,A,2,2,1
8232,2024-01-16,A,1,1,1
10678,2024-01-31,C,4,4,1
6692,2024-01-21,C,4,4,2
12572,2024-01-06,C,3,3,1
13279,2024-01-24,B,3,0,1
3166,2024-01-30,A,3,0,1
6351,2024-01-30,A,4,4,1
3571,2024-02-01,C,4,4,1
12572,2024-01-06,C,4,4,1
10252,2024-03-01,A,1,1,1
2899,2024-01-02,C,3,3,1
3537,2024-02-17,A,1,1,1
6116,2023-12-25,C,3,3,1
1545,2024-02-20,C,,4,1
17117,2024-02-19,A,4,4,1
5939,2024-01-19,A,1,1,1
7752,2024-02-24,C,3,3,1
10897,2024-02-07,A,1,1,1
2409,2023-12-23,C,1,1,2
1288,2023-12-26,A,4,0,1
268,2024-01-27,C,4,4,2
9012,2024-02-06,C,1,1,2
10997,2023-12-18,C,1,1,1
8788,2024-02-26,C,4,4,1
2559,2023-12-27,A,3,0,1
6822,2023-12-25,C,2,0,1
9039,2024-01-25,C,4,4,1
10158,2024-01-26,C,3,0,1
3052,2024-02-19,A,1,1,1
5105,2023-12-21,A,4,4,1
3400,2023-12-01,C,4,4,1
3972,2024-02-16,C,1,1,1
3880,2024-01-09,C,3,0,1
5391,2024-02-28,A,1,1,1
1180,2024-02-28,C,1,1,1
10897,2023-12-10,A,2,0,1
3644,2024-01-11,B,4,0,1
12472,2024-02-14,A,1,1,1
3447,2024-01-14,A,4,0,1
2645,2023-12-12,A,4,4,1
1621,2024-01-22,C,3,0,1
6692,2024-01-21,C,3,3,2
7487,2023-12-09,C,4,4,1
2016,2024-02-08,C,4,4,2
7750,2024-02-03,A,1,1,1
2036,2023-12-16,C,3,3,1
392,2024-01-17,C,3,3,1
842,2023-12-04,A,2,2,1
11150,2024-02-04,C,1,0,1
3406,2023-12-27,C,4,0,1
2075,2024-01-14,C,1,0,1
6822,2023-12-14,A,2,2,1
5130,2024-02-10,C,4,4,1
10897,2024-01-05,C,2,2,1
7593,2024-01-04,C,1,1,1
4083,2024-02-27,C,1,1,1
6841,2024-01-20,A,1,1,1
3203,2024-01-20,C,3,3,1
5652,2024-02-02,C,1,1,1
367,2024-02-11,C,1,1,1
8651,2023-12-29,C,1,0,2
5769,2024-01-22,A,3,0,1
1288,2023-12-29,A,1,1,1
5715,2024-02-02,C,1,1,1
4255,2024-02-12,A,1,0,1
6378,2024-01-03,C,3,0,1
9133,2023-12-31,C,1,1,2
1072,2023-12-02,A,4,0,1
13660,2023-12-16,C,1,1,1
11150,2023-12-17,C,1,1,1
11162,2023-12-31,C,4,0,1
6065,2024-01-09,A,1,1,1
10485,2024-01-27,A,4,4,1
7750,2023-12-22,C,4,4,1
3963,2023-12-27,C,3,3,1
8116,2024-02-16,C,2,2,1
1660,2024-01-14,C,3,3,2
587,2023-12-26,A,,4,1
2204,2024-02-20,A,4,4,1
4302,2024-01-17,C,2,2,1
7157,2024-01-15,C,1,1,1
842,2023-12-01,C,1,0,1
1022,2024-01-02,A,3,3,1
6822,2024-01-13,A,2,2,2
6410,2023-12-14,C,3,3,1
6125,2023-12-18,A,2,2,1
4838,2023-12-11,C,1,0,1
14294,2024-02-29,A,1,1,1
13725,2024-01-29,C,3,3,1
6351,2024-01-31,C,4,4,3
2916,2023-12-29,C,2,0,1
14262,2024-02-22,A,2,2,1
2972,2024-02-12,C,4,4,1
11181,2024-02-03,C,1,1,1
3576,2023-12-19,A,2,2,1
14418,2023-12-21,A,1,1,1
613,2024-01-27,C,4,0,1
14121,2024-01-25,C,1,1,1
7752,2023-12-04,C,2,2,1
4860,2024-02-13,C,3,0,1
1288,2024-01-03,C,2,2,1
10897,2023-12-24,A,1,1,2
10815,2024-02-28,C,1,0,1
5230,2024-02-16,A,3,0,1
864,2024-02-19,C,4,4,1
15090,2023-12-20,A,1,0,1
7487,2023-12-02,C,2,2,2
4800,2024-01-11,C,3,3,1
6822,2024-01-25,A,1,1,1
948,2023-12-08,A,3,3,1
8794,2024-02-23,C,4,0,1
8651,2024-01-03,C,2,2,1
5394,2024-02-16,A,2,0,1
4232,2024-01-07,A,4,4,1
6065,2024-02-11,B,1,1,1
4083,2024-02-11,B,2,2,1
2564,2023-12-16,A,4,4,1
7481,2023-12-30,C,3,3,1
11047,2024-01-04,A,3,0,1
1763,2024-01-09,C,3,3,1
14130,2024-02-02,C,3,0,1
3607,2024-01-30,A,1,1,1
5440,2023-12-25,C,3,3,1
842,2024-01-15,C,,4,1
3951,2024-01-14,C,3,3,1
5775,2024-02-23,A,3,0,1
1763,2024-01-16,C,1,1,1
9715,2024-02-05,B,2,2,1
11181,2024-01-18,A,4,4,1
4761,2024-01-26,A,1,1,2
4136,2024-01-27,C,4,4,1
4836,2024-02-01,C,3,0,1
8432,2024-02-25,C,3,0,1
268,2023-12-27,C,3,0,1
281,2023-12-27,C,1,1,2
628,2023-12-11,C,1,1,1
12581,2024-01-30,A,2,2,1
3203,2024-01-19,A,2,2,1
13453,2024-01-24,C,3,3,1
1022,2023-12-12,A,4,4,1
6054,2023-12-17,C,3,3,1
4192,2024-02-10,C,1,1,1
8885,2024-02-27,C,4,4,1
7125,2024-01-25,A,4,4,1
14381,2024-02-11,C,2,2,1
10850,2024-02-01,C,2,2,2
6054,2024-02-17,A,3,3,1
2291,2024-01-27,C,3,3,1
68,2024-02-11,A,3,3,1
7661,2023-12-09,C,2,2,1
10434,2023-12-16,C,1,1,1
14057,2024-02-15,A,1,1,1
864,2023-12-09,C,3,3,1
9404,2024-01-29,A,3,3,1
4158,2024-02-02,B,2,2,1
10434,2023-12-20,C,1,1,1
6410,2024-02-09,C,3,3,1
7438,2024-02-23,C,3,0,1
6068,2024-02-11,A,3,3,1
13198,2024-01-02,A,3,3,1
10252,2024-03-01,A,4,0,1
4006,2023-12-11,C,1,0,1
12279,2024-02-07,C,4,4,1
12472,2024-02-20,C,1,1,1
5895,2024-01-17,C,2,2,1
341,2024-01-22,A,1,1,1
6822,2023-12-22,A,2,2,1
6771,2024-02-17,C,4,0,1
1964,2024-02-01,A,1,1,1
6068,2024-02-11,A,4,4,1
10291,2024-01-22,A,4,4,1
6822,2024-02-12,C,4,4,2
1389,2024-02-03,A,2,2,1
4083,2024-01-28,A,4,4,1
6125,2023-12-04,C,2,2,1
11107,2024-02-11,A,2,2,1
1072,2023-12-10,C,2,0,1
341,2023-12-20,C,4,4,2
11150,2024-02-23,A,3,3,1
11449,2024-01-20,C,2,2,1
281,2024-01-03,C,2,2,1
2713,2024-02-25,C,1,1,3
3166,2024-01-13,A,4,4,1
9012,2024-02-21,C,3,3,1
9129,2023-12-15,C,4,0,1
4232,2024-01-07,A,3,3,1
6625,2024-02-03,C,4,4,1
9216,2024-01-08,A,4,4,1
6841,2023-12-16,C,4,4,1
14481,2024-01-28,A,4,4,1
12581,2023-12-12,C,4,0,1
3447,2024-01-18,A,3,3,1
7349,2023-12-22,A,4,4,1
2667,2024-01-25,A,3,3,1
5926,2024-02-29,C,4,4,1
268,2023-12-09,C,3,3,1
5105,2023-12-23,A,1,1,1
4631,2023-12-22,A,2,2,1
4804,2023-12-27,C,3,3,1
6417,2023-12-30,C,4,4,1
1959,2024-02-10,C,1,1,1
4860,2023-12-07,A,3,0,1
2929,2024-02-17,C,2,2,1
5230,2024-01-12,A,4,0,1
8232,2023-12-05,A,1,1,4
5033,2024-01-24,C,2,2,1
1345,2023-12-06,B,2,2,1
6828,2024-01-12,C,3,3,1
2713,2024-01-30,A,1,1,2
10897,2024-01-11,C,1,1,1
6841,2024-02-02,A,4,4,1
2564,2023-12-16,A,3,3,1
6410,2024-01-11,C,3,3,1
9715,2024-01-22,A,4,4,1
10148,2024-02-27,C,1,1,1
2373,2023-12-09,A,1,1,1
9416,2024-01-11,A,3,3,1
8232,2024-01-09,B,4,4,1
144,2023-12-10,C,2,2,1
5105,2024-02-05,C,2,2,1
13453,2024-02-15,A,4,0,1
4860,2023-12-04,A,3,3,1
4631,2023-12-20,A,1,0,1
842,2023-12-06,A,1,1,1
5895,2023-12-13,C,2,2,2
9416,2024-01-05,C,2,2,1
3903,2024-01-02,C,3,3,1
7983,2024-02-11,C,2,2,1
6778,2024-01-03,C,3,0,1
4631,2023-12-16,A,1,0,1
3189,2023-12-17,C,3,3,1
4804,2023-12-27,C,4,4,1
9012,2024-01-09,A,2,2,1
1026,2023-12-01,C,2,2,1
2559,2023-12-26,A,3,3,2
9139,2024-01-05,C,4,0,1
12868,2024-01-16,B,1,1,1
3052,2024-01-12,C,2,2,1
4927,2024-02-12,A,1,1,1
1943,2024-02-26,A,3,3,1
3166,2024-01-20,B,3,3,1
1391,2023-12-24,A,1,1,1
4865,2024-02-25,C,1,1,1
12034,2024-01-30,C,1,1,1
10738,2024-01-26,C,3,0,1
12944,2023-12-28,A,2,2,1
8651,2023-12-15,C,2,2,1
12034,2024-02-22,C,4,4,1
5033,2024-02-20,C,2,0,1
2790,2024-02-10,C,2,2,1
6410,2024-02-09,C,4,4,1
13453,2024-02-13,C,3,0,1
8050,2024-02-26,A,2,0,1
4341,2024-02-25,A,2,2,1
281,2023-12-26,C,1,1,1
11011,2023-12-26,A,1,1,1
1391,2024-01-29,C,2,2,1
9928,2024-02-28,A,2,0,1
6461,2024-03-01,A,4,0,1
6822,2023-12-24,C,1,1,2
7217,2024-01-29,C,4,0,1
1417,2024-01-10,C,4,4,1
1919,2024-01-18,C,2,0,1
3166,2023-12-05,B,3,3,1
4239,2023-12-27,A,3,3,1
16495,2023-12-10,C,3,0,1
12874,2023-12-21,A,1,1,1
3972,2023-12-18,C,3,3,1
6435,2024-01-24,A,4,4,1
10840,2023-12-09,A,4,4,1
10340,2024-01-29,C,1,1,1
1388,2024-01-05,B,1,0,1
8818,2023-12-05,C,1,0,1
2400,2024-01-21,A,1,1,1
5371,2023-12-22,C,3,3,1
4761,2024-02-14,C,3,0,1
7398,2023-12-09,C,4,4,1
3963,2023-12-15,C,1,1,1
3568,2024-01-27,C,2,2,1
4325,2023-12-23,C,4,4,2
3967,2023-12-01,A,1,1,1
9012,2024-02-15,A,2,2,1
14418,2023-12-08,C,1,1,1
7571,2024-02-16,C,3,0,1
7642,2023-12-06,A,2,2,1
7438,2024-02-02,A,3,3,1
6822,2023-12-18,A,1,1,1
11534,2024-01-30,B,,4,1
864,2023-12-16,A,1,1,1
6822,2024-01-11,C,3,3,1
6526,2024-02-16,C,3,3,2
6351,2024-02-11,C,1,1,2
14294,2024-02-18,C,1,1,1
3041,2024-01-15,C,3,3,1
5105,2024-02-02,C,4,4,1
4282,2023-12-29,C,3,3,1
8646,2024-02-08,A,1,1,1
6410,2023-12-18,A,1,1,1
13285,2024-01-09,A,3,0,1
4761,2023-12-13,C,2,0,1
5395,2024-02-01,A,2,2,1
8643,2023-12-23,C,,4,1
6822,2023-12-17,C,1,0,1
2667,2024-01-24,A,,4,1
4325,2024-02-21,C,4,4,1
3782,2024-01-26,C,4,0,2
2972,2024-01-19,C,4,4,1
4325,2023-12-30,A,1,1,1
6351,2023-12-30,C,3,3,1
8229,2023-12-24,B,4,4,1
3334,2023-12-23,A,4,0,1
12572,2023-12-31,A,4,4,1
985,2023-12-17,C,3,3,1
6125,2024-01-14,A,2,2,1
8489,2024-01-01,C,2,0,1
10271,2023-12-18,C,3,3,1
6612,2024-02-29,A,1,0,1
15014,2024-01-11,A,1,1,1
281,2024-01-04,A,3,3,1
11460,2023-12-03,A,2,2,2
5766,2024-02-05,C,2,2,1
13831,2023-12-20,C,2,0,1
6410,2024-02-04,C,1,1,1
4631,2024-01-09,C,2,0,1
4284,2024-02-21,C,1,1,1
1064,2024-01-21,C,2,0,1
2016,2024-02-16,A,4,4,1
4083,2024-02-27,B,3,3,1
5410,2024-01-20,C,3,3,1
2713,2024-02-05,C,2,2,1
8045,2024-02-26,C,1,0,1
1647,2024-02-06,C,3,0,1
10897,2024-01-30,B,1,1,1
6468,2024-01-29,C,2,2,1
11327,2023-12-07,C,4,0,1
4652,2024-01-01,C,1,1,2
4302,2024-02-19,C,2,2,1
1647,2024-02-06,B,,4,1
4836,2024-02-11,A,3,3,1
281,2024-02-16,C,4,4,1
8921,2023-12-04,A,1,1,1
613,2024-01-09,C,3,3,1
8232,2023-12-07,C,1,1,1
3262,2024-02-08,A,4,4,1
144,2023-12-06,C,1,1,1
8092,2024-01-12,C,3,3,1
9416,2024-01-05,A,1,1,2
3166,2024-02-14,C,,4,1
281,2024-01-12,C,4,4,1
12597,2024-01-10,C,1,1,1
6822,2023-12-30,C,4,4,1
8673,2024-02-19,A,1,1,1
13831,2024-01-13,B,3,0,1
4083,2024-02-01,A,4,4,1
561,2024-01-07,A,1,1,1
10897,2024-01-31,A,1,0,1
11883,2024-01-01,C,2,2,1
5130,2024-01-26,A,4,4,2
4192,2024-02-06,C,2,2,1
3811,2024-02-11,C,4,4,1
5105,2024-01-27,C,2,2,2
7217,2024-02-07,C,2,2,1
1054,2023-12-29,C,2,0,1
8788,2024-02-01,C,1,0,1
11011,2024-01-01,C,3,3,1
5224,2023-12-01,A,2,2,1
4284,2023-12-31,C,1,0,1
6822,2024-01-04,C,1,0,1
6410,2024-02-09,C,1,1,4
5472,2023-12-02,A,3,3,1
3327,2024-01-29,A,4,0,1
946,2024-02-06,A,3,3,2
937,2024-01-03,C,3,3,1
2131,2024-01-30,C,4,4,1
6841,2024-02-22,A,3,0,1
6810,2024-02-01,A,3,3,1
3166,2023-12-05,B,4,4,1
3782,2024-02-15,C,3,0,1
10454,2024-01-09,A,3,3,1
281,2023-12-31,A,2,2,1
5633,2024-02-03,C,3,0,1
4860,2024-02-20,C,2,0,1
8794,2024-02-17,C,4,0,1
6410,2024-01-08,C,1,0,1
281,2024-01-04,A,4,4,1
8818,2024-01-16,C,3,3,1
16495,2024-02-15,C,3,3,3
13415,2023-12-30,C,2,2,1
6065,2024-02-14,C,1,0,1
12113,2024-01-05,C,3,3,1
14294,2024-02-27,C,4,4,1
4192,2023-12-10,C,3,3,1
7030,2024-01-24,C,3,3,1
12034,2024-02-14,C,4,4,2
864,2024-02-18,A,4,4,1
341,2024-01-25,A,4,4,1
10862,2023-12-06,A,1,0,1
11181,2024-01-26,A,4,4,1
12472,2024-01-15,A,2,2,1
4855,2023-12-27,A,4,4,1
13660,2023-12-14,C,3,0,1
2692,2023-12-13,A,4,0,1
268,2023-12-07,A,3,3,1
948,2023-12-03,A,2,0,1
3166,2023-12-21,C,1,1,1
1026,2024-01-15,A,4,4,1
67,2024-02-23,C,3,3,1
4939,2024-02-14,A,4,4,1
6435,2024-01-05,C,4,0,1
1575,2023-12-08,C,4,4,1
2653,2024-02-06,C,2,2,1
3166,2023-12-08,C,3,3,1
3505,2024-02-27,A,4,0,1
9891,2024-01-08,C,1,0,1
3407,2024-02-28,C,2,2,1
16495,2023-12-02,A,3,3,1
1030,2024-01-06,C,3,0,1
1964,2024-01-05,C,3,0,1
2048,2024-01-07,C,4,4,1
3652,2023-12-28,A,4,4,1
3239,2023-12-15,A,2,2,1
998,2024-01-31,C,1,0,1
935,2024-02-11,C,4,4,1
1554,2023-12-18,A,4,4,1
5033,2024-02-03,A,2,0,1
8114,2023-12-21,A,2,0,1
7030,2024-02-21,A,4,0,1
4691,2023-12-02,C,3,3,1
1787,2024-02-07,A,4,4,1
2404,2023-12-02,C,1,1,1
6841,2024-01-27,C,1,1,1
15028,2024-02-08,B,4,4,1
9146,2024-01-30,C,1,1,1
5895,2023-12-13,C,4,4,1
3644,2023-12-24,C,1,1,1
6841,2023-12-27,A,1,1,1
3644,2024-01-07,C,1,1,1
12113,2024-01-01,C,4,0,1
16495,2024-01-28,C,2,2,1
7438,2024-02-01,C,4,4,1
8305,2024-01-09,A,3,3,1
11150,2024-01-18,C,2,0,1
842,2024-02-04,B,3,0,1
2730,2023-12-31,C,4,4,1
10340,2024-02-09,C,1,0,1
2564,2023-12-08,C,4,4,2
12614,2024-02-25,A,2,2,1
6968,2024-01-29,C,3,3,2
5105,2024-01-11,A,1,1,1
11699,2024-01-23,B,2,2,1
6297,2024-02-13,C,4,4,1
10897,2024-02-15,A,1,1,1
4676,2024-01-29,A,2,2,1
9769,2024-01-14,C,4,4,1
15014,2024-02-13,C,3,3,1
341,2023-12-29,C,3,3,1
5784,2023-12-04,A,3,3,1
3967,2024-02-25,C,4,4,1
9790,2024-02-11,A,1,1,1
6068,2024-02-16,C,3,3,1
14294,2024-01-16,A,4,4,1
241,2024-02-20,A,3,0,1
984,2023-12-27,A,2,0,1
15686,2024-01-26,C,1,1,1
2674,2024-02-13,C,3,3,1
842,2023-12-01,A,2,0,1
1218,2023-12-28,B,4,4,1
3166,2024-01-27,C,2,2,2
2559,2023-12-25,C,1,1,1
817,2024-01-01,C,4,4,1
6822,2023-12-29,C,1,1,2
3010,2023-12-23,C,2,0,1
1647,2024-02-09,C,3,3,2
