user_id,activity_date,match_type,finish_position,bots,n_matches
7750,2024-01-11,A,2,0,1
6297,2024-02-16,A,2,2,1
281,2023-12-27,A,3,3,1
10162,2024-02-27,A,1,1,1
2192,2024-02-21,C,2,2,1
10340,2023-12-01,C,2,2,1
6822,2024-01-04,C,4,4,1
7332,2024-01-29,C,1,1,1
14340,2024-02-10,C,1,1,1
4180,2024-02-12,C,4,4,1
9017,2024-02-25,A,3,3,2
8232,2023-12-29,C,2,2,1
2543,2023-12-17,A,3,3,1
13661,2024-01-05,C,1,1,1
9804,2024-01-27,C,4,4,1
6410,2024-02-16,A,1,1,1
2972,2024-01-03,A,4,4,2
2400,2024-01-25,A,3,3,1
33,2023-12-12,C,1,0,1
1476,2024-02-22,A,3,3,1
5054,2024-01-19,A,3,3,1
10978,2024-01-30,A,3,0,1
7750,2023-12-29,C,2,2,1
5210,2024-02-22,A,1,1,1
9786,2024-01-04,C,2,0,1
11981,2024-01-20,A,1,1,1
5454,2024-02-07,C,3,0,1
8818,2023-12-27,C,4,4,1
4652,2023-12-19,C,4,4,2
6432,2023-12-07,A,1,1,1
7750,2023-12-16,C,2,2,2
14294,2024-02-23,C,2,2,1
9928,2024-01-22,B,4,4,1
281,2024-02-10,A,2,2,3
1431,2023-12-16,C,1,0,1
2713,2024-02-24,A,2,2,1
16387,2023-12-18,C,4,4,1
14294,2024-01-20,A,2,2,1
1288,2024-01-16,C,2,0,2
4091,2023-12-31,C,1,1,1
13831,2024-03-01,C,1,0,1
5224,2023-12-06,A,2,2,1
9012,2023-12-12,C,1,0,1
2254,2024-01-27,C,3,3,1
6470,2024-01-20,A,1,1,1
7398,2024-01-15,B,1,1,1
5105,2024-01-07,C,4,4,1
12614,2024-02-24,A,1,1,2
3407,2024-02-25,C,4,4,1
10148,2024-02-01,A,1,1,1
6841,2024-01-24,C,1,0,1
4325,2024-01-13,C,2,2,1
6351,2024-01-01,A,3,3,2
6351,2024-02-01,C,4,0,1
7750,2023-12-12,A,1,1,1
1513,2024-01-08,C,2,2,2
4113,2024-02-12,A,2,2,2
350,2024-01-05,A,4,4,1
6165,2023-12-27,C,,4,1
6526,2024-02-22,A,3,3,1
7217,2024-02-06,C,4,4,1
11077,2023-12-14,C,2,2,1
6526,2024-02-25,A,1,1,2
5440,2024-02-24,C,1,1,1
10148,2024-01-15,C,3,3,1
6125,2023-12-14,C,4,4,1
9162,2024-02-29,C,2,2,1
6228,2023-12-31,A,3,0,1
13831,2024-01-01,B,3,0,1
12269,2024-02-14,C,4,4,1
9012,2024-02-09,A,4,4,1
998,2024-02-27,C,2,2,1
3770,2023-12-03,C,1,1,1
2713,2024-02-27,B,2,2,2
5105,2024-01-21,C,1,1,1
7568,2023-12-29,C,2,0,1
1288,2024-02-29,A,2,2,1
233,2024-01-05,A,2,2,1
7977,2024-02-05,C,1,1,2
16495,2024-02-18,A,3,3,1
6410,2024-02-05,C,4,4,1
341,2024-02-04,C,4,4,1
6125,2023-12-30,C,1,0,1
12472,2024-03-01,A,1,1,2
6808,2024-01-30,C,2,0,1
1124,2024-02-29,C,4,4,1
4761,2024-01-25,A,3,0,1
6417,2024-01-06,C,2,2,1
4631,2024-01-18,C,4,4,1
11534,2024-01-31,C,2,2,1
10291,2024-01-11,C,4,4,3
2138,2023-12-04,C,4,4,1
6841,2023-12-18,C,1,1,1
1943,2024-02-24,A,1,1,2
10291,2024-01-06,C,,4,1
3407,2024-01-12,A,2,2,1
9454,2023-12-31,C,3,3,1
2048,2024-02-18,C,3,3,2
4529,2024-01-18,A,3,3,1
8589,2024-02-10,C,1,1,1
6625,2024-02-05,C,4,4,1
6822,2024-02-27,B,1,1,1
3775,2023-12-06,C,1,1,1
9928,2024-02-27,A,4,4,1
3407,2024-02-16,A,2,2,1
2409,2024-01-20,A,4,4,1
12723,2024-01-18,C,2,2,1
5895,2024-02-03,C,1,1,1
6822,2024-02-06,C,3,3,1
7772,2024-02-22,C,2,2,1
6822,2023-12-11,A,3,3,1
4864,2023-12-19,A,1,0,1
12101,2023-12-11,A,3,3,1
4860,2023-12-23,C,1,0,1
4860,2023-12-20,A,1,1,1
13541,2024-01-31,C,1,1,1
1391,2024-02-11,C,3,3,2
458,2024-02-24,C,3,0,1
1759,2024-02-06,A,3,0,1
11011,2024-01-01,C,2,2,1
5110,2024-01-08,A,1,1,1
10997,2024-02-13,A,3,3,1
17414,2024-01-06,C,1,1,1
8795,2023-12-28,A,2,0,1
6822,2024-02-01,C,1,1,3
14502,2024-01-12,C,2,2,1
4979,2023-12-31,A,3,3,2
12472,2024-01-23,C,3,3,1
8794,2024-02-10,C,1,1,1
14262,2024-02-05,C,4,0,1
8998,2024-01-05,C,2,0,1
6841,2023-12-11,C,3,0,1
6068,2024-02-24,C,2,0,1
7750,2023-12-20,A,4,4,1
6822,2024-01-06,C,2,2,1
12472,2024-02-09,C,1,1,2
794,2024-01-06,C,4,4,1
12211,2023-12-04,A,2,2,1
10975,2024-01-30,C,3,0,1
998,2024-01-23,C,4,0,1
6692,2024-02-20,C,4,4,1
7705,2024-01-25,C,1,1,1
10148,2024-02-15,B,4,4,1
9414,2024-02-08,A,3,0,1
9012,2023-12-13,C,2,0,1
6359,2024-02-16,C,1,0,1
281,2023-12-29,C,1,1,1
16495,2023-12-17,C,1,1,1
7750,2023-12-16,A,3,3,1
2697,2024-01-29,C,4,4,1
8794,2024-02-29,A,4,0,1
6410,2024-01-31,A,3,0,1
3801,2024-02-05,C,3,3,1
6417,2024-02-05,C,3,3,1
13285,2024-01-11,C,3,3,1
10997,2023-12-22,A,2,2,1
1035,2024-01-11,A,4,4,1
4676,2023-12-08,A,1,1,1
12113,2023-12-28,A,2,0,1
1069,2024-01-22,A,4,4,1
4826,2024-01-30,A,4,4,1
4529,2024-01-31,C,1,1,1
946,2024-01-04,A,1,1,1
4274,2024-03-01,C,3,3,1
14001,2023-12-24,C,2,2,1
10528,2024-02-02,C,3,3,1
2713,2023-12-23,C,3,0,1
1404,2023-12-02,A,1,1,1
1545,2023-12-23,C,1,1,1
3014,2023-12-05,A,1,1,2
12034,2024-02-05,C,3,3,1
2713,2024-01-06,C,1,1,1
8571,2024-02-18,A,,4,1
4118,2024-01-10,C,3,3,1
1545,2024-01-13,C,3,3,1
6125,2023-12-13,C,4,4,1
1777,2024-01-08,C,4,4,1
842,2023-12-14,C,1,1,1
268,2023-12-10,A,1,1,1
1545,2023-12-05,C,2,2,1
9246,2024-02-17,B,3,3,1
3801,2024-01-12,C,2,0,1
2102,2024-01-03,A,2,0,1
1545,2024-02-01,C,4,4,1
4083,2024-02-28,C,4,4,2
451,2023-12-24,A,1,1,1
12034,2024-01-27,A,2,2,1
899,2024-01-18,A,3,3,1
3770,2023-12-31,A,4,4,1
439,2023-12-12,C,3,3,1
4860,2024-03-01,B,4,0,1
4836,2024-01-30,C,4,4,1
3051,2023-12-14,A,1,1,1
6443,2024-01-05,C,3,3,1
7750,2023-12-22,C,2,0,1
875,2024-01-26,A,4,4,1
6526,2024-02-28,A,2,2,4
268,2024-01-19,A,1,0,1
8454,2023-12-27,C,1,0,1
5895,2024-01-03,C,1,0,2
3945,2024-02-28,C,4,0,1
3839,2023-12-07,C,1,1,1
15262,2024-02-15,A,2,2,1
5446,2024-02-23,C,3,3,1
842,2024-02-01,C,1,1,1
12472,2024-01-24,C,1,1,2
3889,2024-02-16,C,2,2,1
7481,2024-01-26,C,3,3,1
11150,2023-12-25,C,1,1,1
6342,2023-12-08,C,4,4,1
6116,2023-12-18,C,4,4,1
842,2023-12-12,A,1,0,1
3801,2023-12-26,A,3,0,1
6614,2024-02-05,C,2,0,1
2543,2024-01-13,C,3,3,1
8788,2024-02-13,C,2,2,1
13037,2024-02-17,C,3,0,1
3972,2024-01-18,C,1,1,1
3537,2024-02-18,C,4,4,1
1513,2024-01-10,A,3,3,1
10340,2024-01-20,C,1,1,1
12472,2024-02-08,C,2,0,1
1883,2024-02-17,C,3,3,1
6468,2024-01-28,C,3,3,1
14124,2024-01-09,A,3,0,1
4835,2023-12-10,C,1,1,1
998,2024-02-26,A,1,0,1
5454,2023-12-25,C,3,3,1
2104,2024-01-27,A,2,0,1
281,2024-01-07,A,1,1,1
4631,2023-12-13,B,1,0,1
8432,2024-02-22,C,1,0,1
14189,2024-01-08,C,1,0,1
10897,2024-01-09,A,3,3,1
8582,2024-01-31,B,4,0,1
15482,2023-12-20,A,3,0,1
8651,2024-01-04,A,2,2,2
7068,2024-02-27,C,1,1,1
11633,2023-12-28,C,3,0,1
7481,2024-01-12,A,4,4,2
8860,2024-02-24,A,3,3,1
14502,2024-02-12,A,2,2,1
5105,2023-12-31,C,4,4,1
6351,2023-12-20,C,3,3,1
1391,2024-01-08,C,1,0,1
842,2023-12-16,C,2,0,1
6432,2024-01-31,A,1,1,1
2204,2024-02-03,A,4,4,1
1513,2024-01-07,C,4,4,1
16495,2023-12-18,C,3,3,3
860,2024-02-13,C,1,1,2
10997,2024-01-18,A,4,4,1
14294,2024-02-25,C,1,1,1
7642,2023-12-08,A,4,4,1
2508,2023-12-07,A,3,3,1
1647,2024-02-07,C,4,4,1
842,2023-12-29,C,2,0,1
268,2023-12-20,C,1,1,2
6822,2024-01-19,A,1,1,2
5895,2023-12-21,C,1,1,2
1545,2023-12-20,C,2,2,4
341,2024-02-29,A,1,1,1
2127,2024-01-13,C,2,0,1
11077,2023-12-02,B,3,3,1
9953,2023-12-08,C,4,0,1
8507,2023-12-26,C,3,3,1
5472,2023-12-10,A,4,0,1
13285,2024-02-04,A,4,0,1
3813,2024-02-12,A,4,4,1
1288,2023-12-07,C,4,4,1
8998,2024-01-31,A,4,4,1
268,2023-12-06,C,1,1,1
1243,2024-01-06,A,1,1,1
3442,2024-01-13,C,4,4,1
5078,2023-12-10,C,3,3,1
2564,2023-12-13,B,3,3,1
1102,2024-01-01,A,1,1,1
2667,2024-01-24,A,3,3,1
11544,2023-12-23,A,3,3,1
14294,2024-01-27,A,4,4,1
1575,2023-12-16,C,1,1,1
4325,2024-02-21,C,1,0,1
6417,2024-01-26,C,3,3,1
4567,2023-12-05,C,1,1,1
11883,2024-01-16,A,3,3,1
10997,2024-01-18,A,3,3,1
6297,2024-02-26,C,1,1,1
4192,2023-12-12,A,2,2,1
12034,2024-02-10,A,1,1,2
864,2024-01-30,A,4,4,1
1072,2023-12-04,C,3,3,1
14840,2024-01-03,C,3,0,1
4192,2024-01-26,A,3,3,2
6417,2024-01-16,A,,4,1
4631,2024-01-19,A,2,0,1
7750,2024-02-18,A,4,4,1
341,2023-12-21,C,1,1,1
4529,2024-02-06,A,1,1,1
3568,2024-02-09,C,1,1,2
6351,2023-12-20,C,4,4,1
5057,2023-12-07,A,4,4,1
4860,2023-12-30,C,2,0,1
8232,2024-01-19,C,2,0,1
7030,2024-02-18,C,2,2,1
14451,2024-02-10,C,2,2,1
4631,2023-12-02,C,1,1,1
5656,2024-02-19,C,4,0,1
5410,2023-12-07,C,4,4,2
6822,2024-01-13,A,1,1,2
6470,2024-01-28,A,3,3,1
214,2024-02-29,A,4,0,1
163,2024-01-31,C,1,1,1
4631,2024-01-17,C,2,2,1
2899,2023-12-09,C,3,3,1
8349,2024-03-01,C,2,2,1
12614,2024-02-23,C,3,3,1
11150,2024-01-12,A,4,4,1
14020,2024-02-11,C,3,0,2
9120,2024-01-25,A,2,2,1
9928,2024-02-21,C,4,4,1
864,2024-01-19,C,1,1,1
899,2024-01-18,A,4,0,1
6410,2024-01-25,C,,4,1
4631,2024-02-18,A,1,1,1
4302,2024-02-25,C,,4,1
2414,2023-12-21,A,4,0,1
8794,2024-02-01,A,1,0,1
2899,2024-02-10,C,3,0,1
7772,2023-12-24,A,3,3,1
2645,2023-12-06,C,3,3,1
14097,2024-02-10,C,2,2,1
15804,2024-02-17,C,1,1,2
3166,2024-02-29,C,3,3,1
2291,2024-02-15,A,2,0,1
5230,2023-12-14,A,3,3,1
3445,2024-02-26,C,4,0,1
13285,2024-01-28,A,3,0,1
3811,2024-02-15,B,3,3,1
1362,2024-02-21,C,3,3,1
1545,2023-12-20,C,1,1,2
7487,2023-12-09,A,4,4,1
12445,2024-02-07,C,2,2,1
10897,2024-02-14,A,1,1,1
6121,2023-12-07,C,2,2,1
12072,2023-12-14,C,2,2,1
7332,2023-12-08,A,1,1,1
1054,2024-01-08,C,4,0,1
4860,2024-02-08,A,3,3,1
6850,2024-02-26,C,4,4,1
6822,2023-12-06,A,1,1,1
3404,2024-02-16,A,1,0,1
5454,2023-12-05,C,3,0,1
8589,2024-01-29,B,4,0,1
10551,2024-01-09,A,4,0,1
10729,2024-01-13,C,4,4,1
9786,2023-12-05,C,2,2,2
1362,2024-02-22,C,4,4,1
5105,2024-01-17,C,1,1,1
9928,2024-02-22,A,1,1,1
3801,2024-02-27,A,4,4,1
5105,2023-12-19,C,4,4,1
12101,2023-12-24,C,3,3,1
6822,2023-12-14,C,1,1,3
12472,2024-01-20,A,1,1,3
3505,2023-12-24,C,2,2,2
12138,2023-12-12,C,1,1,1
3166,2024-01-20,C,2,2,1
12269,2024-02-10,C,2,2,1
6526,2024-02-26,C,4,4,1
6116,2023-12-15,A,4,4,1
1545,2023-12-14,C,4,4,1
1688,2023-12-07,A,4,4,1
1391,2024-02-04,C,1,1,2
5130,2024-02-04,A,2,2,1
6223,2023-12-28,C,2,0,1
9416,2024-01-26,A,2,2,1
2957,2024-02-07,A,1,1,2
2016,2024-02-05,A,1,1,1
7571,2024-02-29,B,2,0,1
13541,2024-01-27,C,2,0,1
1831,2023-12-23,C,1,1,1
11181,2024-02-02,C,1,1,2
6841,2024-01-05,C,2,2,1
5033,2023-12-19,A,2,2,1
2972,2023-12-30,C,4,4,5
7750,2024-02-23,A,3,3,1
1288,2024-01-04,C,4,4,1
6968,2024-02-12,C,2,2,1
12472,2024-01-31,A,4,4,1
2713,2024-01-10,C,3,3,2
12138,2023-12-22,A,3,3,1
5078,2023-12-31,C,4,4,1
1362,2024-02-25,C,4,4,1
4192,2024-01-31,A,2,2,1
4529,2023-12-09,A,1,1,1
5105,2024-02-25,A,2,2,1
12101,2023-12-15,C,2,2,2
3466,2023-12-05,C,3,0,1
2929,2024-02-11,A,2,2,1
2204,2024-02-04,C,2,2,1
3166,2024-02-29,C,4,4,1
12113,2024-02-04,C,1,0,1
2645,2023-12-06,C,4,4,1
15014,2024-01-22,C,3,3,1
1927,2024-02-11,C,3,3,1
6351,2024-02-11,C,4,4,1
5110,2024-01-01,A,2,0,1
5446,2024-02-01,A,4,4,1
12269,2024-01-05,C,1,1,1
946,2024-01-30,C,2,2,1
6822,2023-12-24,C,3,3,1
8483,2024-01-11,B,1,0,1
16495,2024-02-18,C,2,0,1
14262,2024-02-11,C,4,4,2
4083,2024-01-22,C,3,3,1
9146,2023-12-19,A,4,4,1
4761,2023-12-20,C,3,0,1
341,2023-12-18,C,1,1,2
5410,2024-01-16,C,3,3,1
1288,2024-01-11,C,3,0,1
3239,2023-12-08,C,4,4,1
16495,2024-01-24,A,4,4,1
6410,2024-02-14,A,3,3,1
3041,2024-01-21,B,1,1,1
8651,2023-12-13,B,3,0,1
46,2024-01-06,A,3,3,1
4652,2023-12-15,C,3,3,1
1022,2023-12-25,A,4,4,1
6526,2024-02-26,C,3,3,1
3166,2024-02-18,C,4,4,2
7750,2024-01-18,C,2,0,1
5130,2024-02-23,C,4,0,1
3498,2023-12-09,A,2,2,1
2048,2024-01-13,C,4,4,2
8433,2024-02-11,C,1,1,1
900,2023-12-02,A,2,2,1
948,2023-12-14,A,4,4,1
2867,2024-01-29,C,4,4,2
341,2023-12-13,A,3,3,1
10365,2023-12-12,A,1,1,1
6351,2024-02-11,C,3,3,1
1022,2024-01-12,C,2,0,1
9146,2024-02-25,A,1,1,1
5285,2023-12-06,B,1,0,1
312,2024-01-16,A,3,3,1
10897,2024-01-10,C,2,2,2
4860,2023-12-21,C,1,1,1
5797,2024-02-12,C,2,2,1
1345,2024-01-29,A,1,1,1
8795,2024-01-18,C,2,0,1
11342,2024-02-01,C,1,1,1
10669,2023-12-05,A,2,2,1
4529,2024-01-07,A,1,1,1
937,2024-01-24,C,2,0,1
998,2024-01-26,A,4,4,1
5333,2024-02-29,C,2,0,1
3820,2024-02-22,C,2,2,1
1243,2024-01-12,C,4,4,1
6822,2023-12-03,A,2,2,1
10997,2023-12-11,A,1,1,1
4761,2023-12-08,C,3,0,1
842,2023-12-04,A,4,4,1
1064,2024-02-10,A,1,1,1
6841,2024-01-13,A,1,0,1
6417,2024-01-04,A,2,2,1
6410,2023-12-28,A,1,1,1
2036,2024-02-06,A,4,4,1
1391,2024-02-21,A,3,0,1
5321,2023-12-26,C,1,1,1
5321,2024-01-12,C,3,3,1
3801,2024-02-06,C,4,0,1
1389,2024-02-14,C,2,0,1
3166,2024-02-04,C,,4,1
7752,2024-02-03,C,2,0,1
2713,2023-12-06,C,3,3,1
3166,2023-12-05,C,,4,1
9715,2024-02-10,A,1,1,1
4055,2024-02-07,C,4,4,1
10738,2024-01-23,C,3,3,1
10997,2023-12-16,C,4,4,1
9012,2024-01-26,A,4,4,2
10897,2023-12-15,C,1,0,1
237,2024-01-29,B,4,4,1
6443,2023-12-13,C,2,0,1
8523,2024-02-28,C,1,0,1
6625,2024-02-01,C,1,1,1
5454,2024-01-21,A,3,3,1
13285,2024-02-12,C,2,0,1
9416,2024-01-12,A,2,2,1
237,2024-02-17,C,1,0,1
2104,2024-01-08,C,4,0,1
3505,2024-02-23,A,4,4,1
2291,2024-02-23,C,2,0,1
4325,2023-12-28,C,2,2,1
2559,2023-12-23,A,2,2,1
3447,2024-02-02,C,4,0,1
6054,2024-01-02,A,4,4,1
4006,2023-12-11,C,3,0,1
281,2023-12-24,C,1,1,2
4302,2024-01-17,C,3,3,1
238,2024-02-20,C,3,3,1
3354,2024-01-08,A,3,0,1
1683,2023-12-25,A,3,3,1
14882,2024-01-01,C,4,4,1
8232,2024-01-22,C,2,2,1
7571,2024-02-07,A,3,3,1
10897,2024-02-17,C,2,2,1
4761,2024-01-25,C,2,0,1
12581,2024-01-29,C,1,0,1
15804,2024-02-17,C,4,0,1
864,2024-01-20,C,1,1,3
3166,2024-02-07,C,4,4,1
6054,2024-01-14,A,3,3,1
1585,2023-12-06,C,1,1,1
10975,2024-01-15,A,4,0,1
864,2023-12-22,C,3,3,2
6417,2024-01-13,C,1,1,1
2409,2023-12-10,C,4,4,1
6210,2023-12-19,A,1,1,1
8395,2023-12-19,A,3,3,1
33,2023-12-31,B,1,0,1
2041,2023-12-06,C,3,3,1
2713,2023-12-29,C,4,4,1
6078,2024-02-28,A,3,3,1
5230,2024-01-14,C,1,1,1
12581,2023-12-11,C,3,0,1
392,2024-01-03,C,1,1,1
10738,2024-01-23,C,4,4,1
6822,2024-02-16,C,1,1,4
13234,2024-02-18,C,4,4,1
6297,2024-02-26,C,4,0,1
11077,2023-12-14,C,3,0,1
3166,2024-02-03,A,1,1,1
864,2024-01-19,C,4,4,1
8305,2024-02-06,A,3,0,1
6065,2024-01-16,C,1,1,1
9246,2024-02-24,C,3,3,1
3354,2024-01-16,A,1,1,1
16495,2024-02-15,C,2,2,2
268,2024-01-19,C,4,4,1
4860,2023-12-21,C,3,3,1
11143,2024-01-30,C,1,1,1
2067,2024-02-21,C,4,4,1
5105,2024-02-15,A,3,3,1
6078,2024-02-28,A,4,4,1
9304,2024-01-31,A,2,2,1
3166,2024-01-10,A,1,1,1
13831,2023-12-28,C,1,1,1
12614,2024-01-09,A,1,1,1
864,2024-01-19,C,3,3,1
1389,2024-01-23,C,1,1,1
1022,2024-01-19,C,2,2,1
13177,2023-12-06,C,2,2,1
16639,2024-01-05,C,1,1,1
4282,2023-12-28,C,1,0,1
12614,2024-02-23,A,1,1,1
7404,2024-02-27,C,3,0,1
3161,2024-01-10,C,3,3,2
12082,2023-12-29,C,1,1,1
1102,2023-12-01,B,1,1,1
6841,2024-02-29,C,,4,1
3889,2024-02-17,A,2,2,1
12451,2024-01-19,C,4,4,2
5110,2023-12-07,A,2,2,1
14130,2024-01-17,C,3,0,1
2713,2023-12-08,B,1,1,1
948,2024-01-08,C,1,1,1
3118,2024-01-09,A,1,1,1
341,2024-01-23,C,4,4,1
14262,2024-02-11,C,2,2,1
12581,2024-02-16,C,3,3,1
9012,2024-01-14,A,2,2,1
6125,2023-12-18,A,4,4,1
13223,2023-12-11,A,4,4,1
15262,2023-12-30,C,1,1,1
6510,2023-12-09,C,2,2,1
1797,2024-02-07,A,4,0,1
8432,2024-02-05,C,1,0,1
7398,2024-01-10,C,2,2,1
3052,2024-01-02,A,4,4,1
14504,2024-02-23,C,3,3,1
5652,2024-02-28,A,1,1,2
6822,2024-02-08,C,2,0,1
11181,2024-02-04,B,4,0,1
5895,2024-02-21,C,3,0,1
10997,2024-01-10,C,1,0,1
16387,2024-01-04,C,2,0,1
5967,2024-02-14,C,2,2,1
8232,2024-02-06,C,1,1,2
1545,2023-12-09,C,1,1,2
6612,2024-02-29,A,1,1,1
10365,2023-12-12,A,4,4,1
14603,2024-01-20,C,,4,1
1288,2024-02-19,C,1,1,1
12614,2024-02-17,A,1,1,1
5410,2024-01-02,C,2,2,1
4631,2024-02-19,A,2,0,1
6808,2024-01-04,C,4,0,1
7571,2024-02-23,A,4,0,1
2191,2023-12-08,C,4,0,1
2929,2024-01-16,A,1,1,1
2409,2023-12-03,A,2,2,1
12472,2024-01-28,B,2,2,1
6054,2023-12-17,C,,4,1
3770,2023-12-01,A,3,3,1
6822,2024-02-03,A,2,2,1
613,2024-01-14,C,3,3,1
2727,2024-02-20,A,2,0,1
4865,2023-12-30,A,3,3,1
2048,2023-12-28,A,2,2,1
11181,2024-01-20,C,1,1,1
6841,2023-12-29,C,2,0,1
2692,2024-02-10,A,3,3,1
2409,2024-01-04,C,1,1,1
4325,2024-01-31,A,4,4,2
1943,2024-02-24,B,2,0,1
5895,2024-02-08,C,,4,1
6297,2024-02-08,C,4,4,1
14837,2024-02-13,B,3,0,1
5224,2023-12-07,A,2,2,1
6741,2023-12-27,C,1,1,1
1431,2023-12-20,C,1,1,1
3972,2023-12-04,C,1,1,2
889,2023-12-06,A,2,0,1
6841,2024-02-08,A,2,2,1
1763,2024-01-10,C,2,2,1
3166,2024-01-18,C,3,3,1
4836,2024-01-31,C,1,0,2
3166,2023-12-22,C,2,2,2
6018,2024-02-05,C,2,2,1
6841,2023-12-11,C,3,3,1
741,2024-02-07,A,4,0,1
6014,2023-12-15,C,4,0,1
3014,2023-12-05,A,3,3,2
3799,2024-01-04,C,4,0,1
10897,2024-01-06,C,2,2,1
4325,2024-01-31,C,1,1,1
3404,2024-01-07,C,1,0,1
33,2024-02-29,B,3,0,1
4288,2024-01-29,A,3,3,1
1288,2023-12-05,C,2,0,1
3166,2024-02-25,C,2,2,2
5057,2023-12-02,C,2,2,1
13680,2024-02-12,C,3,3,1
2048,2024-02-18,A,1,1,1
341,2023-12-20,C,1,1,2
1513,2023-12-30,C,4,4,1
3166,2024-01-14,A,3,3,3
3801,2024-02-15,C,3,3,1
1269,2023-12-05,C,4,4,1
3447,2024-01-25,A,2,2,1
7481,2024-01-15,C,4,4,1
5652,2024-02-18,C,2,2,1
11869,2024-01-21,C,2,0,1
8395,2023-12-25,C,3,3,2
633,2023-12-05,C,4,0,1
3236,2024-02-19,C,4,4,1
3652,2023-12-28,A,1,1,1
2972,2024-02-12,A,2,2,2
10897,2024-02-11,C,1,0,1
5454,2024-01-28,C,4,0,1
341,2024-02-21,B,1,1,1
3052,2024-02-11,A,1,1,1
1513,2024-01-25,C,2,2,1
6822,2024-01-27,C,2,2,1
6065,2024-01-12,B,3,3,1
7750,2024-02-19,A,4,4,1
3166,2024-02-05,C,4,4,2
9156,2024-01-27,A,3,3,1
8075,2024-02-09,C,1,1,1
8673,2024-02-20,C,1,1,1
12860,2024-01-16,C,2,2,1
1503,2024-02-17,A,1,1,1
5105,2024-01-06,C,3,3,1
5454,2024-01-12,C,2,2,1
6841,2023-12-18,C,3,3,1
5325,2023-12-11,C,1,1,1
6822,2024-02-08,A,3,3,1
10897,2024-01-10,C,2,0,1
1964,2023-12-03,C,4,4,2
3166,2024-01-04,C,2,0,1
98,2024-02-09,C,1,1,1
5230,2023-12-21,C,3,3,1
4083,2024-02-25,C,4,4,2
10738,2023-12-09,B,2,2,1
1797,2024-01-29,C,1,0,1
948,2023-12-17,C,1,1,2
5105,2024-01-27,C,1,1,1
8032,2024-02-12,C,4,4,1
1030,2024-01-12,C,3,3,2
2409,2024-02-17,A,1,1,1
10897,2023-12-19,A,4,0,1
10897,2024-02-24,A,1,0,2
12472,2024-02-28,A,1,1,1
2404,2024-01-22,C,4,4,1
11150,2024-01-28,B,1,1,1
4433,2024-02-26,C,3,3,1
5895,2023-12-24,B,2,0,1
4798,2024-01-06,C,1,1,1
16495,2023-12-02,A,1,1,1
12572,2024-01-18,C,1,1,1
7571,2024-02-05,A,4,0,1
9928,2024-01-24,A,3,3,1
5105,2023-12-13,A,2,0,1
613,2023-12-19,C,1,0,1
3811,2023-12-31,C,3,3,1
1328,2023-12-03,A,2,2,1
9715,2024-01-23,A,1,1,1
7761,2024-01-26,C,4,4,1
3498,2023-12-16,A,3,0,1
10770,2024-02-01,A,3,3,1
9416,2024-03-01,A,2,2,1
1554,2023-12-18,A,1,1,1
98,2023-12-13,A,4,4,1
2365,2024-01-15,C,4,4,1
5984,2023-12-30,A,4,4,1
7571,2024-01-30,A,1,0,1
889,2023-12-10,A,4,4,1
1943,2024-02-29,B,4,4,1
7349,2023-12-06,C,2,2,1
6468,2024-01-29,C,3,3,3
6692,2024-02-14,C,3,3,1
2578,2024-02-13,C,1,1,1
6065,2023-12-20,C,2,0,1
1645,2024-02-22,B,4,4,1
2914,2023-12-15,A,3,3,1
16495,2024-01-17,C,,4,1
946,2023-12-11,C,3,0,1
6822,2024-02-26,B,1,1,1
6822,2023-12-09,C,1,0,2
7398,2024-01-15,A,3,3,1
4855,2024-01-27,A,2,2,1
1328,2023-12-01,C,1,1,1
6841,2024-02-01,A,2,2,1
5105,2024-02-25,C,4,4,1
7593,2023-12-23,C,4,4,1
3981,2023-12-11,C,3,0,1
9012,2024-02-27,C,2,2,1
6655,2024-01-13,C,1,1,1
6410,2024-01-31,A,3,3,2
4083,2024-01-27,C,1,1,1
4567,2023-12-02,A,1,1,1
1391,2023-12-08,B,3,3,2
9012,2024-02-12,C,3,3,1
842,2024-01-30,A,1,1,3
10340,2023-12-20,C,1,1,1
6556,2024-01-12,C,4,4,1
14057,2024-02-24,B,1,1,1
942,2024-02-24,B,4,4,1
15014,2024-02-18,B,4,4,1
7425,2024-02-18,C,3,0,1
7524,2024-02-22,C,4,4,1
12113,2024-01-03,C,3,0,1
14006,2023-12-13,C,1,0,1
2559,2023-12-26,A,1,1,2
8818,2024-01-15,C,4,0,1
4691,2023-12-02,C,1,1,1
6273,2024-02-07,C,2,2,1
8232,2024-02-07,C,1,1,1
341,2024-01-16,A,2,2,1
398,2023-12-08,B,3,3,1
4652,2024-01-01,C,2,2,1
10340,2023-12-01,A,1,0,1
14294,2024-02-20,C,2,0,1
12269,2024-01-03,C,4,4,1
4838,2023-12-10,C,1,0,1
6410,2024-02-14,C,1,1,2
14516,2024-01-10,A,4,4,1
7833,2024-02-18,C,2,2,1
2564,2024-02-26,A,1,1,1
16495,2024-01-21,C,1,1,1
2041,2023-12-30,C,4,4,1
3476,2023-12-11,A,4,4,1
16495,2024-01-08,A,2,2,1
4083,2024-02-07,C,1,1,1
6351,2024-01-24,C,2,0,1
2048,2024-01-17,C,3,3,1
12950,2024-01-03,C,3,0,1
9851,2024-01-06,C,4,0,1
11567,2024-02-02,C,4,4,1
9786,2024-01-04,C,2,2,1
